appid,name,price
223100,Homefront®: The Revolution,24.99
223220,Giana Sisters: Twisted Dreams,10.99
223280,Cut the Rope,3.99
223330,Sea Dogs: To Each His Own - Pirate Open World RPG,10.99
223410,Perpetuum,3.99
223430,Miner Wars 2081,3.99
223450,Dyad,11.99
223470,POSTAL 2,6.99
223490,Blockscape,6.99
223510,Miasmata,11.99
223710,Cry of Fear,0.0
223730,Fly'N,7.49
223750,DCS World Steam Edition,0.0
223810,Ys I & II Chronicles+,9.99
223830,Xenonauts,18.99
224000,Project Eagle: A 3D Interactive Mars Base,0.0
224040,LocoCycle,6.99
224260,No More Room in Hell,0.0
224300,Legacy of Kain: Defiance,4.99
224460,Contrast,8.49
224480,Octodad: Dadliest Catch,11.99
224500,Gnomoria,10.99
224600,Defiance,0.0
224700,The Game of Life,6.99
224740,Clockwork Empires,22.99
224760,FEZ,6.99
224820,Super House of Dead Ninjas,4.99
224860,Arma Tactics,5.99
224900,Iron Sky: Invasion,14.99
224920,Legacy of Kain: Soul Reaver,4.99
224940,Legacy of Kain: Soul Reaver 2,4.99
224960,Tomb Raider I,4.99
224980,Tomb Raider IV: The Last Revelation,4.99
225000,Tomb Raider V: Chronicles,4.99
225020,Tomb Raider VI: The Angel of Darkness,4.99
225080,Brothers - A Tale of Two Sons,10.99
225160,Shadow Warrior Classic Redux,6.99
225260,Brutal Legend,10.99
225280,Full Mojo Rampage,10.99
225300,Tomb Raider II,4.99
225320,Tomb Raider III,4.99
225360,DARK,6.99
225420,Cities in Motion 2,14.99
225540,Just Cause™ 3,11.99
225600,Blade Symphony,0.0
225640,Sacred 2 Gold,10.99
225840,Sven Co-op,0.0
226100,PixelJunk™ Nom Nom Galaxy,6.99
226120,Weird Worlds: Return to Infinite Space,3.99
226560,Escape Dead Island,10.99
226580,F1 2014,19.99
226620,Desktop Dungeons,11.99
226720,LOST PLANET® 3,19.99
226740,Monster Loves You!,6.99
226780,MUD Motocross World Championship,7.99
226820,Nancy Drew®: Ghost of Thornton Hall,15.49
226840,Age of Wonders III,22.99
226860,Galactic Civilizations III,23.79
226960,Ironclad Tactics,10.99
227000,Primordia,6.99
227060,Hegemony Rome: The Rise of Caesar,10.99
227080,Papo & Yo,10.99
227100,Sniper Elite: Nazi Zombie Army,10.99
227160,Kinetic Void,14.99
227200,Waking Mars,6.99
227220,Sang-Froid - Tales of Werewolves,0.0
227300,Euro Truck Simulator 2,14.99
227380,Dragon's Lair,6.99
227560,Scourge: Outbreak,5.59
227580,"10,000,000",3.99
227600,Castle of Illusion,9.99
227760,March of the Eagles,14.99
227780,Serious Sam Classics: Revolution,7.99
227800,Retrovirus,7.19
227860,Castle Story,18.99
227900,Battleship,6.99
227920,Risk,6.99
227940,Heroes & Generals,0.0
228200,Company of Heroes,0.0
228260,Fallen Enchantress: Legendary Heroes,19.49
228280,Baldur's Gate: Enhanced Edition,14.99
228300,Remember Me,22.99
228320,A Valley Without Wind 2,0.0
228360,Full Throttle Remastered,10.99
228380,Wreckfest,38.99
228440,Cubemen 2,5.59
228760,TrackMania² Canyon,16.99
228960,Skulls of the Shogun,7.19
229480,Dungeons & Dragons: Chronicles of Mystara,11.99
229520,Dungeon Hearts,1.99
229560,Hacker Evolution IMMERSION,14.99
229580,Dream,5.99
229600,Bientôt l'été,6.99
229810,A Fistful of Gun,9.99
229870,ShootMania Storm,16.99
229890,Joe Danger,9.99
229970,Armada 2526 Gold Edition,14.99
230050,DLC Quest,1.99
230070,The Age of Decadence,11.39
230150,Incredipede,6.99
230190,War for the Overworld,22.99
230270,N++ (NPLUSPLUS),10.99
230290,Universe Sandbox ²,19.49
230310,Akaneiro: Demon Hunters,0.0
230410,Warframe,0.0
230650,Lords of Football,10.99
230700,La-Mulana,10.99
230760,DIVO,3.99
230820,The Night of the Rabbit,16.99
230840,Daylight,6.99
230980,Starseed Pilgrim,4.49
231020,Storm,6.99
231040,Beatbuddy: Tale of the Guardians,6.99
231140,Cities XL Platinum,7.49
231160,The Swapper,11.99
231200,Kentucky Route Zero,18.99
231310,MirrorMoon EP,10.99
231330,Deadfall Adventures,17.99
231430,Company of Heroes 2,14.99
231720,Bad Hotel,3.99
231740,Knights of Pen and Paper +1 Edition,7.99
232010,Euro Truck Simulator,3.99
232050,Eador. Masters of the Broken World,14.99
232090,Killing Floor 2,19.99
232430,Gone Home,10.99
232750,Mars: War Logs,11.99
232770,POSTAL,1.49
232790,Broken Age,11.39
232890,Stronghold Crusader 2,24.99
232910,TrackMania² Stadium,8.59
232950,Bridge Project,15.99
232970,Thunder Wolves,7.99
233110,Defense Technica,11.99
233130,Shadow Warrior,29.99
233150,LUFTRAUSERS,6.99
233190,Final Exam,6.99
233210,Air Conflicts: Vietnam,11.39
233230,Kairo,3.99
233270,Far Cry 3 - Blood Dragon,12.49
233290,Murdered: Soul Suspect,19.99
233310,Avadon 2: The Corruption,6.99
233350,Sudeki,4.99
233410,Tomb Raider - The Final Hours Digital Book,1.59
233450,Prison Architect,23.79
233470,Evoland,6.99
233510,Lunnye Devitsy,0.0
233550,Another World – 20th Anniversary Edition,6.99
233610,Distance,19.49
233720,Surgeon Simulator,6.99
233740,Organ Trail: Director's Cut,3.99
233840,Worms Clan Wars,18.99
233860,Kenshi,22.99
233980,UnEpic,9.99
234080,Castlevania: Lords of Shadow – Ultimate Edition,19.99
234140,Mad Max,15.99
234160,Strike Suit Infinity,4.99
234190,Receiver,3.99
234270,Ken Follett's The Pillars of the Earth,26.99
234290,Zack Zero,1.99
234330,MARVEL Puzzle Quest,0.0
234350,Luxor 2 HD,6.99
234370,Shattered Haven,6.99
234390,Teleglitch: Die More Edition,8.99
234490,Rush Bros.,7.19
234630,Project CARS,23.39
234650,Shadowrun Returns,10.99
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,14.99
234820,Driver Fusion - The Best Driver & Device Solution,0.0
234900,Anodyne,6.99
234920,Dyscourse,10.99
234940,The 39 Steps,3.99
235070,Bad Bots,3.99
235210,STRIDER™ / ストライダー飛竜®,11.99
235250,Super Sanctum TD,3.99
235320,Original War,3.99
235340,Prime World,0.0
235360,Prime World: Defenders,6.99
235380,Blitzkrieg 3,7.19
235400,King’s Bounty: Legions,0.0
235460,METAL GEAR RISING: REVENGEANCE,19.99
235520,The White Laboratory,7.19
235540,Warhammer: End Times - Vermintide,22.99
235600,Tom Clancy’s Splinter Cell Blacklist,16.99
235620,Small World 2,6.99
235660,Eador: Genesis,3.99
235720,Cubetractor,3.99
235800,Audiosurf 2,10.99
235820,Element4l,6.99
235900,RPG Maker XP,18.99
235980,Tetrobot and Co.,6.99
236010,Bloxitivity,8.99
236090,Dust: An Elysian Tail,11.99
236110,Dungeon Defenders II,0.0
236130,Horizon,22.99
236150,Starpoint Gemini 2,26.99
236290,Cranky Cat,1.99
236370,Interstellar Marines,6.95
236390,War Thunder,0.0
236430,DARK SOULS™ II,29.99
236450,PAC-MAN™ Championship Edition DX+,7.99
236470,PAC-MAN MUSEUM™,14.99
236490,Hexodius,7.99
236510,Takedown: Red Sabre,3.99
236690,Blood Bowl 2,14.99
236730,Anomaly 2,11.49
236790,Agricultural Simulator 2013 - Steam Edition,6.99
236850,Europa Universalis IV,34.99
236930,Blackwell Epiphany,6.99
236970,Jack Keane 2 - The Fire Within,7.19
237310,Elsword,0.0
237350,Frozen Cortex,18.99
237430,Expeditions: Conquistador,17.99
237470,Battle Worlds: Kronos,14.99
237550,Realms of Arkania: Blade of Destiny,10.99
237570,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,1.69
237630,DuckTales: Remastered,11.99
237740,Angry Video Game Nerd Adventures,3.99
237760,Intake,6.99
237850,Dreamfall Chapters,18.99
237870,Planet Explorers,7.19
237890,Agarest: Generations of War,10.99
237930,Transistor,15.49
237950,UFO: Afterlight,4.99
237970,Memento Mori 2,16.99
237990,The Banner Saga,18.74
238010,Deus Ex: Human Revolution - Director's Cut,12.99
238050,The Apogee Throwback Pack,6.99
238090,Sniper Elite 3,22.99
238210,System Shock 2,6.99
238240,Edge of Space,10.99
238260,Pinball Arcade,0.0
238320,Outlast,15.49
238370,Magicka 2,10.99
238430,Contagion,6.99
238460,BattleBlock Theater®,10.99
238530,Super Puzzle Platformer Deluxe,5.59
238630,Fist Puncher,6.99
238750,Might & Magic X - Legacy,20.99
238870,Citadels,10.99
238890,Skyward Collapse,3.99
238910,Bionic Dues,6.99
238930,7 Grand Steps: What Ancients Begat,14.99
238960,Path of Exile,0.0
239030,"Papers, Please",6.99
239070,Hammerwatch,6.99
239090,Samurai Gunn,11.99
239120,FINAL FANTASY III,10.99
239140,Dying Light,24.99
239160,Thief,19.99
239200,Amnesia: A Machine for Pigs,14.99
239250,Castlevania: Lords of Shadow 2,24.99
239430,Q.U.B.E: Director's Cut,6.99
239700,Hate Plus,7.19
239720,PAC-MAN™ and the Ghostly Adventures,29.99
239800,Bleed,3.99
239820,Game Dev Tycoon,6.99
239840,Dead State: Reanimated,14.99
240320,Panzar,0.0
240340,Space Ace,6.99
240360,Dragon's Lair 2: Time Warp,6.99
240440,Quadrilateral Cowboy,14.99
240600,MotoGP™13,6.99
240620,Wanderlust Adventures,6.99
240720,Getting Over It with Bennett Foddy,5.79
240760,Wasteland 2: Director's Cut,23.79
240970,Half Minute Hero: The Second Coming,6.99
241000,Jon Shafer's At the Gates,24.99
241240,Contraption Maker,7.19
241260,Sherlock Holmes: Crimes and Punishments,19.99
241300,Card City Nights 2,5.79
241320,Ittle Dew,7.19
241410,CastleStorm,6.99
241560,The Crew™,25.99
241600,Rogue Legacy,10.99
241620,Inquisitor,6.99
241720,Guncraft,10.99
241760,Kill to Collect,6.99
241910,Goodbye Deponia,16.99
242050,Assassin’s Creed® IV Black Flag™,16.99
242110,Joe Danger 2: The Movie,9.99
242130,Vector Thrust,18.99
242530,The Chaos Engine,6.99
242570,Space Hulk,18.99
242640,Styx: Master of Shadows,24.99
242680,Nuclear Throne,9.29
242700,Injustice: Gods Among Us Ultimate Edition,14.99
242720,GunZ 2: The Second Duel,0.0
242760,The Forest,15.49
242780,Cognition: An Erica Reed Thriller,10.99
242820,140,3.99
242840,In Verbis Virtus,14.99
242860,Verdun,15.49
242880,"Sir, You Are Being Hunted",14.99
242920,Banished,14.99
243000,Omikron: The Nomad Soul,6.99
243120,Betrayer,3.99
243160,Mushroom 11,10.99
243200,Memoria,26.99
243220,FRACT OSC,10.99
243280,Poöf,4.99
243360,TrackMania² Valley,16.99
243450,Urban Trial Freestyle,4.99
243470,Watch_Dogs™,25.99
243780,PixelJunk™ Monsters Ultimate,6.99
243800,Gas Guzzlers Extreme,18.99
243930,Bound By Flame,14.99
243950,Divinity: Dragon Commander,29.99
243970,"Invisible, Inc.",14.99
244030,Take On Mars,20.99
244050,Rise of Flight United,0.0
244070,Sid Meier’s Ace Patrol,3.99
244090,Sid Meier’s Ace Patrol: Pacific Skies,3.99
244160,Homeworld Remastered Collection,26.99
244210,Assetto Corsa,15.49
244410,Supreme Ruler 1936,9.99
244430,realMyst: Masterpiece Edition,12.99
244450,Men of War: Assault Squad 2,19.99
244590,Epigenesis,0.0
244690,Face Noir,6.99
244710,Shelter,6.99
244730,Divekick,3.99
244750,Aztez,14.99
244770,StarMade,10.99
244810,Foul Play,9.99
244830,Wing IDE 5,60.99
244850,Space Engineers,15.49
244870,Electronic Super Joy,5.49
244890,Velocity®Ultra,6.49
244910,Homesick,10.99
244930,SNOW,0.0
244950,Where is my Heart?,5.59
245050,SpellForce 2 - Demons of the Past,17.99
245170,Skullgirls,6.99
245280,ENSLAVED™: Odyssey to the West™ Premium Edition,14.99
245300,Disney Epic Mickey 2:  The Power of Two,15.49
245370,Etherium,7.49
245390,"I Have No Mouth, and I Must Scream",4.79
245410,Wizardry 6: Bane of the Cosmic Forge,0.0
245430,Wizardry 7: Crusaders of the Dark Savant,0.0
245450,Wizardry 8,6.99
245470,Democracy 3,18.99
245490,Trials Fusion™,16.99
245620,Tropico 5,14.99
246070,Hack 'n' Slash,9.99
246090,Spacebase DF-9,6.99
246110,MASSIVE CHALICE,14.99
246420,Kingdom Rush,6.99
246580,The Typing of The Dead: Overkill,14.99
246620,Plague Inc: Evolved,11.99
246680,Secrets of Rætikon,6.99
246700,Strike Vector,8.99
246720,Wayward Manor,4.99
246740,Huntsman: The Orphanage (Halloween Edition),6.19
246760,Legends of Eisenwald,14.99
246800,BeatBlasters III,6.99
246820,Jeklynn Heights,0.0
246840,FATE,5.59
246880,Recruits,6.99
246900,Viscera Cleanup Detail,9.99
246920,Bombernauts,6.99
246940,Lords of the Black Sun,22.99
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,3.99
246980,InFlux,7.19
247000,Talisman: Digital Edition,5.19
247020,"Cook, Serve, Delicious!",6.99
247080,Crypt of the NecroDancer,10.99
247140,Soundodger+,5.59
247240,Volgarr the Viking,6.99
247370,Mutant Mudds Deluxe,6.99
247430,Hitman: Contracts,8.29
247660,Deadly Premonition: The Director's Cut,19.99
247730,Nether: Resurrected,6.99
247870,Redshirt,6.99
247950,Sacred 3,10.99
248170,Clickteam Fusion 2.5,69.99
248190,Knytt Underground,4.99
248270,Songs2See,9.99
248310,Freedom Planet,10.99
248330,Dino Run DX,4.79
248350,Omegalodon,7.19
248370,Bridge It +,4.99
248390,Craft The World,13.99
248470,Doorways: Prelude,6.99
248510,Dominions 3: The Awakening,14.99
248530,Depth Hunter 2: Deep Dive,10.99
248550,Megabyte Punch,11.99
248570,Toribash,0.0
248610,Door Kickers,14.99
248630,Kingdoms Rise,11.99
248650,Draw a Stickman: EPIC,2.79
248800,Dysfunctional Systems: Learning to Manage Chaos,3.99
248820,Risk of Rain,6.99
248860,NEO Scavenger,11.39
249050,Dungeon of the Endless™,8.99
249130,LEGO® Marvel™ Super Heroes,14.99
249190,Ancient Space,14.99
249230,Risen 3 - Titan Lords,10.99
249330,Unholy Heights,2.79
249360,Zafehouse: Diaries,1.69
249550,NEStalgia,6.99
249570,The Castle Doctrine,12.49
249590,Teslagrad,6.99
249610,Galactic Arms Race,1.99
249650,Blackguards,26.99
249680,Marlow Briggs and the Mask of Death,3.99
249870,Scribblenauts Unmasked: A DC Comics Adventure,14.99
249930,A-Train 8,14.99
249990,FORCED: Slightly Better Edition,10.99
250050,Life Goes On: Done to Death,6.99
250070,TorqueL,6.99
250110,Assault Android Cactus,10.99
250180,METAL SLUG 3,5.99
250260,Jazzpunk: Director's Cut,10.99
250320,The Wolf Among Us,11.99
250340,Blockland,7.19
250380,Knock-knock,6.99
250400,How to Survive,10.99
250420,8BitMMO,0.0
250460,Bridge Constructor,6.99
250500,Super Amazing Wagon Adventure,2.09
250520,UnderRail,9.99
250540,C-Wars,9.99
250560,Fight The Dragon,6.99
250580,Paranautical Activity: Deluxe Atonement Edition,6.99
250600,The Plan,0.0
250620,Among the Sleep - Enhanced Edition,13.49
250640,Croixleur Sigma,5.59
250660,Bunny Must Die! Chelsea and the 7 Devils,6.99
250680,BELOW,19.99
250700,Super Time Force Ultra,10.99
250720,Starlight Inception™,6.99
250760,Shovel Knight: Treasure Trove,18.99
250900,The Binding of Isaac: Rebirth,10.99
251020,Railroad X,13.49
251060,Wargame: Red Dragon,24.99
251110,INFRA,23.79
251130,Chroma Squad,11.39
251150,The Legend of Heroes: Trails in the Sky,12.99
251170,Damned,15.49
251210,Hive,6.99
251230,Livelock,7.19
251270,Corpse Party,10.99
251290,The Legend of Heroes: Trails in the Sky SC,22.99
251310,Eleusis,9.99
251370,Escape Goat,3.99
251410,Dark Matter,6.99
251430,The Inner World,11.99
251450,Heroes of Havoc: Idle Adventures,0.0
251470,TowerFall Ascension,10.99
251490,Gravity Ghost,10.99
251510,Constant C,6.99
251530,Anomaly Korea,3.99
251570,7 Days to Die,18.99
251630,The Impossible Game,3.99
251690,Speedball 2 HD,6.99
251710,Chainsaw Warrior,3.99
251730,Legend of Grimrock 2,17.99
251770,Shadow Man,3.99
251810,Leadwerks Game Engine,78.99
251830,Stick it to The Man!,5.99
251850,Master Reboot,11.99
251870,Go! Go! Nippon! ~My First Trip to Japan~,6.99
251890,World of Diving,14.99
251910,Solar Flux,6.99
251950,WWII Online,0.0
251990,Long Live The Queen,6.99
252010,Oniken: Unstoppable Edition,3.99
252030,Valdis Story: Abyssal City,10.99
252050,Construction Machines 2014,4.99
252070,Gimbal,7.19
252090,Lacuna Passage,11.39
252110,Lovers in a Dangerous Spacetime,10.99
252130,Divide By Sheep,3.99
252170,Anomaly Warzone Earth Mobile Campaign,3.99
252230,YAIBA: NINJA GAIDEN Z,22.99
252250,Maia,17.98
252270,Zombie Tycoon 2: Brainhov's Revenge,3.99
252290,Elegy for a Dead World,10.99
252310,Syder Arcade,6.99
252330,Slender: The Arrival,6.99
252350,Double Dragon: Neon,6.99
252390,DwarfCorp,14.99
252410,SteamWorld Dig,6.99
252430,Dusty Revenge:Co-Op Edition,10.99
252450,StarDrive 2,22.99
252470,Space Pirates And Zombies 2,14.99
252490,Rust,27.79
252530,OMSI 2: Steam Edition,27.11
252550,Qbeh-1: The Atlas Cube,7.19
252570,Depths of Fear :: Knossos,4.79
252610,Death Road to Canada,10.99
252630,Eldritch Reanimated,9.99
252670,Nihilumbra,4.99
252690,Fantasy Grounds,29.99
252710,The Last Express Gold Edition,4.99
252730,YOU DON'T KNOW JACK Vol. 1 XL,1.99
252750,MouseCraft,6.99
252830,Claire,6.99
252870,PULSAR: Lost Colony,19.49
252890,Dracula: Love Kills,6.99
252910,Skyscraper Simulator,2.09
252950,Rocket League®,14.99
252970,McDROID,6.99
253030,Race The Sun,6.99
253110,The Cat Lady,7.19
253150,Halfway,9.99
253230,A Hat in Time,22.99
253250,Stonehearth,15.49
253290,FOTONICA,10.99
253330,Neverending Nightmares,10.99
253350,Tiny Barbarian DX,22.99
253370,Axis Game Factory's AGFPRO v3,7.19
253390,Hot Tin Roof: The Cat That Wore A Fedora,10.99
253410,Ravensword: Shadowlands,4.99
253430,CastleMiner Z,2.79
253490,CABAL Online,0.0
253510,WARMACHINE: Tactics,0.0
253570,Gentlemen!,3.99
253610,Wrack,6.99
253670,Aartform Curvy 3D 3.0,75.99
253690,Tiny Brains,7.19
253710,theHunter Classic,0.0
253750,Ikaruga,6.99
253770,Bus-Simulator 2012,7.19
253790,rymdkapsel,5.59
253840,Shantae: Half-Genie Hero,14.99
253860,Earth 2140,3.99
253880,Earth 2150 Trilogy,4.99
253900,Knights and Merchants,4.99
253960,Jack Orlando: Director's Cut,3.99
253980,Enclave,3.99
254060,KnightShift,4.99
254080,World War III: Black Gold,3.99
254200,FortressCraft Evolved!,9.99
254300,Dofus,0.0
254320,Duskers,14.99
254440,Pool Nation,5.19
254460,Obscure,4.99
254480,Obscure II (Obscure: The Aftermath),6.99
254590,Theme Park Studio,22.99
254700,resident evil 4 / biohazard 4,14.99
254820,Ground Control Anthology,3.99
254840,Ground Control II: Operation Exodus,3.99
254860,Lords of the Realm III,3.99
254880,MoonBase Commander,4.79
254920,Lords of the Realm,1.59
254960,Silent Storm Gold Edition,8.99
255070,Abyss Odyssey,10.99
255220,GRID Autosport,24.99
255260,Pro Cycling Manager 2014,6.99
255280,1954 Alcatraz,6.99
255300,Journey of a Roach,5.99
255320,Edna & Harvey: The Breakout,11.99
255340,Escape Goat 2,6.99
255370,KickBeat Steam Edition,6.99
255390,Max: The Curse of Brotherhood,10.99
255420,Magic 2015 - Duels of the Planeswalkers,6.99
255710,Cities: Skylines,22.99
255870,PixelJunk™ Shooter,6.99
255940,The 11th Hour,4.79
255960,Bad Mojo Redux,4.79
256010,Jagged Alliance Flashback,14.99
256030,Shadows: Heretic Kingdoms,29.99
256070,Truck Racer,6.99
256190,Enemy Front,15.99
256290,Child of Light,12.49
256330,WRC 4 FIA World Rally Championship,24.99
256370,MXGP - The Official Motocross Videogame,7.19
256390,MotoGP™14,7.19
256460,Cosmic Star Heroine,10.99
257030,Project Nimbus,15.49
257050,Darkout,9.99
257120,Not The Robots,6.99
257170,Rebuild 3: Gangs of Deadsville,10.99
257220,Secret Files: Sam Peters,7.99
257260,Inherit the Earth: Quest for the Orb,4.79
257350,Baldur's Gate II: Enhanced Edition,14.99
257510,The Talos Principle,29.99
257630,Blast Em!,0.79
257670,Elder Sign: Omens,4.79
257690,J.U.L.I.A.: Among the Stars,14.99
257710,Max Gentlemen,0.0
257730,Infinity Wars: Animated Trading Card Game,0.0
257750,Bloody Trapland,6.99
257770,Signal Ops,7.19
257790,Riptide GP2,4.99
257830,Violett Remastered,6.99
257850,Hyper Light Drifter,14.99
257870,Eschalon: Book III,6.99
257970,Loren The Amazon Princess,14.99
257990,Oozi: Earth Adventure,3.99
258010,Ring Runner: Flight of the Sages,3.99
258050,Survivor Squad,2.99
258070,Probability 0,4.99
258090,99 Spirits,6.99
258180,Deus Ex: The Fall,7.99
258200,Talisman: Prologue,4.99
258220,Blood Knights,6.99
258520,The Vanishing of Ethan Carter,14.99
258590,Adventure Time: Finn and Jake's Epic Quest,6.99
258760,Scania Truck Driving Simulator,6.99
258880,Professional Farmer 2014,14.99
258890,Type:Rider,3.99
258910,Citizens of Earth,9.99
258950,Montague's Mount,3.99
258970,Gauntlet™ Slayer Edition,14.99
259020,Dragon's Prophet,0.0
259060,Dominions 4: Thrones of Ascension,26.99
259080,Just Cause 2: Multiplayer Mod,0.0
259130,Wasteland 1 - The Original Classic,4.49
259170,Alone in the Dark,6.99
259190,Alone in the Dark: The New Nightmare,4.99
259320,Heli Heroes,3.99
259340,Chicken Shoot Gold,4.99
259390,Ballpoint Universe - Infinite,2.79
259410,Sneaky Sneaky,3.99
259450,Drifter,8.99
259470,Particulars,4.79
259510,Shufflepuck Cantina Deluxe,7.19
259550,Hero of the Kingdom,4.79
259570,EDEN STAR,14.99
259600,Finding Teddy,5.99
259620,3079 -- Block Action RPG,3.99
259640,Guise Of The Wolf,1.99
259660,Void Destroyer,7.19
259680,Tales of Maj'Eyal,4.99
259720,Fading Hearts,11.39
259740,Nightmares from the Deep: The Cursed Heart,6.99
259810,Home Sheep Home 2,6.99
259830,Wooden Sen'SeY,6.99
259870,OMG Zombies!,3.99
259890,Agricultural Simulator: Historical Farming,6.99
259910,Farming Giant,1.69
259940,YOU DON'T KNOW JACK Vol. 2,1.99
259960,YOU DON'T KNOW JACK Vol. 3,1.99
259980,YOU DON'T KNOW JACK Vol. 4 The Ride,1.99
260000,YOU DON'T KNOW JACK MOVIES,1.99
260020,YOU DON'T KNOW JACK SPORTS,1.99
260040,YOU DON'T KNOW JACK TELEVISION,1.99
260060,YOU DON'T KNOW JACK HEADRUSH,1.99
260080,YOU DON'T KNOW JACK Vol. 6 The Lost Gold,1.59
260130,Agarest: Generations of War Zero,14.99
260160,The Last Tinker™: City of Colors,7.99
260190,Marc Eckō's Getting Up: Contents Under Pressure,11.99
260210,Assassin’s Creed® Liberation HD,16.99
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,12.49
260250,Blood of the Werewolf,1.59
260270,Shadows: Price For Our Sins Bonus Edition,6.99
260330,Flockers™,14.99
260380,Ninja Cats vs Samurai Dogs,3.99
260410,Get Off My Lawn!,0.0
260430,The Four Kings Casino and Slots,0.0
260530,So Many Me,11.39
260550,Haunted,10.99
260570,Gray Matter,6.99
260650,Cold War,4.49
260690,Dark Fall: The Journal,4.49
260710,Dark Fall 2: Lights Out,4.49
260730,Desperados: Wanted Dead or Alive,4.49
260750,Neighbours from Hell Compilation,8.99
260790,1001 Spikes,9.99
260930,Emergency 2014,7.19
261110,Killer is Dead - Nightmare Edition,14.99
261180,Lethal League,9.99
261350,Steam Bandits: Outpost,15.49
261470,Distant Worlds: Universe,44.98
261490,Bedlam,9.99
261510,Tesla Effect: A Tex Murphy Adventure,14.99
261530,Lifeless Planet Premier Edition,14.99
261640,Borderlands: The Pre-Sequel,29.99
261680,Journal,7.19
261700,Eryi's Action,3.99
261720,Holy Avatar vs. Maidens of the Dead,6.99
261740,Humans Must Answer,3.99
261760,Lichdom: Battlemage,7.19
261880,Corporate Lifestyle Simulator,3.99
261900,The Real Texas,10.99
261920,Catzilla 4K - Advanced,10.99
261940,The Mysterious Cities of Gold,8.99
261960,Cube & Star: An Arbitrary Love,3.99
262000,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,12.99
262060,Darkest Dungeon®,18.99
262080,Iron Soul,3.99
262100,Trench Run,2.89
262120,Toy Soldiers: Complete,10.99
262150,Vanguard Princess,3.99
262190,Zombeer,3.99
262210,Last Knight: Rogue Rider Edition,4.99
262240,SUGURI,4.79
262260,Jets'n'Guns Gold,4.99
262280,Dungeons 2,14.99
262300,Tsukumogami,22.99
262390,Cloudbuilt,14.99
262410,World of Guns: Gun Disassembly,0.0
262450,Dead Man's Draw,5.19
262470,Rollers of the Realm,6.99
262490,Manga Maker Comipo,29.99
262510,CRIMSON ROOM® DECADE,6.99
262550,Gunman Clive,1.59
262590,Chuck's Challenge 3D,2.89
262610,Liquid Rhythm,1.99
262630,Tom vs. The Armies of Hell,7.19
262690,Little Racers STREET,4.79
262750,GoD Factory: Wingmen,15.49
262770,Freedom Fall,6.99
262790,Our Darker Purpose,10.99
262810,Super Turbo Demon Busters!,11.99
262830,Crimsonland,10.59
262850,The Journey Down: Chapter Two,14.99
262870,Recovery Search & Rescue Simulation,3.99
262900,Smooth Operators,2.09
262920,Super Chain Crusher Horizon,10.99
262940,Broken Sword 5 - the Serpent's Curse,18.99
262960,Castle In The Darkness,4.79
262980,C-RUSH,1.59
263020,STARWHAL,9.29
263040,Bot Colony,11.39
263060,Blockstorm,3.99
263080,Pixel Boy and the Ever Expanding Dungeon,0.79
263100,9.03m,0.0
263120,Ludwig,6.99
263140,Postmortem: One Must Die (Extended Cut),1.99
263180,Squirt's Adventure,0.79
263200,Signs of Life,6.99
263280,Spintires®: The Original Game,9.99
263300,BlazBlue: Calamity Trigger,6.99
263320,Saturday Morning RPG,4.99
263340,Continue?9876543210,6.99
263360,3089 -- Futuristic Action RPG,4.99
263380,Driftmoon,11.39
263400,War of the Human Tanks,6.99
263420,Probably Archery,3.99
263460,Girls Like Robots,4.99
263480,Final Rush,3.99
263500,Dragons and Titans,0.0
263520,Enola,11.39
263540,Villagers and Heroes,0.0
263560,Paper Sorcerer,3.99
263600,EF-12: Fighting Game Maker,6.99
263620,Mitsurugi Kamui Hikae,6.99
263640,CDF Ghostship,6.99
263680,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,3.99
263700,Muffin Knight,3.99
263720,Brawlout,14.99
263740,FootLOL: Epic Fail League,9.99
263760,Turbo Dismount™,6.99
263800,Spaceforce Constellations,6.99
263820,EvilQuest,1.59
263860,SPACECOM,7.99
263880,Aqua Kitty - Milk Mine Defender,4.99
263920,Zombie Grinder,6.19
263940,Red Baron Pack,6.99
263960,Wyv and Keep: The Temple of the Lost Idol,10.99
263980,Out There Somewhere,0.79
264000,Son of Nor,14.99
264020,Geekbench 3,10.99
264060,Full Bore,10.99
264080,Vangers,4.99
264120,Victory: The Age of Racing,0.0
264160,WazHack,6.99
264200,One Finger Death Punch,3.99
264220,Mr. Bree+,1.99
264240,CONSORTIUM,6.99
264260,Global Outbreak: Doomsday Edition,5.99
264280,99 Levels To Hell,3.99
264300,Guns n Zombies,5.59
264320,Captain Morgane and the Golden Turtle,3.99
264340,Major Mayhem,3.99
264380,Narcissu 1st & 2nd,0.0
264400,Jacob Jones and the Bigfoot Mystery : Episode 1,3.99
264440,Children of Liberty,6.99
264460,A-Men,6.99
264480,BlackSoul: Extended Edition,3.99
264520,Moebius: Empire Rising,10.99
264540,Platformines,6.99
264560,Quest for Infamy,6.99
264580,Lost Civilization,3.99
264710,Subnautica,19.49
