appid,name,price
670240,Snappy Turtle Ultimate,0.79
670260,Solace Crafting,10.99
670270,Wings of Peace VR: DayBreak,2.09
670280,In Dungeon,0.79
670290,Real Pool 3D - Poolians,0.0
670320,PAPA'S TIME MACHINE,0.79
670330,Flight 732,0.79
670340,Mysterious Adventure of Michael,1.69
670350,The Free Ones,7.19
670410,Citadale: The Legends Trilogy,6.99
670430,Colorless Life,1.59
670440,Obscure - Challenge Your Mind™,3.99
670490,Rise of Man,6.99
670500,RC Plane 3,0.0
670610,Swaps and Traps,6.19
670620,SURV,2.79
670630,Slingshot Puzzle,3.99
670730,Sure Footing,7.99
670750,0°N 0°W,6.19
670780,Albert Mort - Desert Heat,3.99
670820,Civitatem,10.29
670830,VR Trivia Battle,0.0
670850,Sokoban Land DX,3.99
670910,AHTS Ship Simulator,2.99
670930,Escape Doodland,7.19
670940,The Voice in the Void,6.99
670950,Band of Outlaws,3.99
671050,XMinutes: Wings,0.79
671090,Oik Memory,0.79
671120,Spaceship Trucker,0.79
671150,Explosive Dinosaurs,6.99
671170,Great eSports Manager,6.99
671180,Elementals Reborn,3.99
671200,GAIA 2200,2.79
671230,Spirits: Ciel Bleu,5.79
671240,七个小矮人2 / Seven boys 2,2.79
671260,GOKEN,11.39
671270,Stophat,0.79
671290,Deadliners,5.59
671310,Pararea--Social VR for Everyone (Beta),0.0
671330,Lit the Torch,0.79
671370,Flight of Light,8.99
671390,Metropolis: Lux Obscura,5.59
671440,Rise of Industry,19.99
671470,CARSTEROIDS,4.49
671490,Princess Sahirah is a Spoiled Brat!,1.99
671510,DESOLATE,19.99
671540,Pizza Hunt! How to hunt pizza (And Not Die Doing It),4.99
671550,Brickochet,1.99
671560,Iggy's Zombie A-Pug-Alypse,2.79
671580,NeoCube,0.79
671620,Beast Battle Simulator,6.99
671650,Mad Age & This Guy,3.99
671670,Village Of Souls,2.79
671690,[MARS] Total Warfare,0.0
671700,Dead Horizon,0.0
671720,Robin,0.0
671740,VR SHOOT AROUND - Realistic basketball simulator -,3.99
671750,ColorCode,1.99
671800,Run!ZombieFood!,2.89
671810,The Adventures of Capitano Navarro,7.19
671840,"Eat, Sleep, Bet, Repeat",9.99
671850,Dormant World,0.79
671880,Tower Offence!,9.99
671900,Devoid of Shadows,6.19
671920,Dead Secret Circle,10.99
671940,The Brave Mouse,2.89
671980,Close Me,0.79
672000,System Goose Overload,0.0
672010,CANARI,3.99
672020,Hold My Beer,1.69
672030,Swap Blocks,3.99
672040,WarFallen,15.49
672050,Super Mr. Kake,3.99
672080,Cube Creatures,1.59
672100,An Occasional Dream,1.99
672130,Damned Hours,0.79
672140,Battle For Korsun,12.39
672160,OldMaidGirl,1.59
672180,Detrita Battlegrounds,0.79
672190,Remnants of a Beautiful Day (2012),1.59
672230,I fell from Grace,5.79
672240,Dreams of Greatness,0.79
672250,Plexus,2.09
672260,Fish for gold,0.79
672280,Gates of Horn and Ivory,11.39
672290,Magic Forest,0.79
672300,Air Traffic Disruptor,1.69
672310,Kingdoms Of Marazia,3.99
672320,The Last Sorcerer,2.79
672360,ISEE,1.59
672380,Ameline and the Ultimate Burger,4.99
672410,Access,3.99
672450,Z ViRus: V.I.R.M Uprising,14.99
672460,Genetic Disaster,11.39
672490,DeDrive,1.69
672570,The Western Hunter,4.99
672590,Azure Saga: Pathfinder,10.29
672630,Academia : School Simulator,14.99
672640,War Robots VR: The Skirmish,0.0
672650,MONITOR: The Game,0.0
672670,Hover Bots VR,3.99
672680,Call of War,0.0
672690,The Nothing,3.99
672710,Traffic Giant,7.19
672720,Crime Solitaire 2: The Smoking Gun,4.99
672730,Find You,0.0
672770,Poseidon - Project Dark Sky,7.19
672790,Elemental Combat,5.79
672860,StellarHub,5.99
672880,SuperWurfels,4.79
672910,Hangry Bunnies From Mars,4.79
672920,The Bounty: Deluxe Edition,3.99
672940,Galaxy of Drones,2.09
672960,Benjamin Johnson EP.1,3.99
672970,Swords and Sandals Medieval,3.99
673000,High Hell,7.19
673010,WILOO,3.99
673040,Acorns Above: A World Gone Nuts,3.99
673050,StarBallMadNess,2.79
673060,Floor Plan: Hands-On Edition,4.79
673070,The Ranger: Lost Tribe,0.0
673130,AMID EVIL,15.49
673140,Infinite Skyline,5.19
673190,All-Star Fruit Racing,19.99
673210,Frontier Pilot Simulator,19.99
673220,Joumee The Hedgehog,1.59
673230,Galaxy Annihilation,1.99
673250,Exterminator: Escape!,4.79
673260,Starblast,8.99
673280,GyroSphere Trials,3.99
673300,Alien Splatter Redux,0.79
673310,Adam Waste,9.29
673360,Black Mist,3.99
673430,Mahjong Magic Islands,0.0
673450,TimeLock VR,4.99
673480,Timbertales,7.19
673530,Zaba The Frog,2.79
673540,Mogo Invasion,2.79
673550,Legendary Arcane,0.79
673560,IOSoccer,0.0
673570,Squadron: Sky Guardians,4.79
673580,Hamlet,7.19
673590,Amazing Thailand VR Experience,0.0
673600,Prison Boss VR,14.99
673610,Airport CEO,11.99
673620,Slizer Battle Management System,0.0
673630,Heaven And Earth,1.69
673660,Neon Hardcore,2.89
673720,Police Adventure,1.99
673740,Space Battlecruiser,3.99
673750,Super Bunny Man,11.39
673770,Cats Tanks,3.19
673800,Zup! XS,0.79
673820,Master of ABC,0.79
673830,VR STOCK CAR RACERS,9.29
673840,VR Formula,9.99
673850,Neofeud,10.99
673870,Math Combat Challenge,4.79
673880,"Warhammer 40,000: Mechanicus",22.99
673900,Avem33,0.0
673920,Maso Marble,2.89
673940,Dragon Glory,0.0
673950,Farm Together,15.49
673970,MuX,15.49
673980,Spears 'n' Spades,1.69
674020,World War 3,24.0
674120,Cruentis The Murderer vol.1,5.79
674130,Bare Metal,0.0
674150,Simon the Sorcerer: 25th Anniversary Edition,6.19
674160,Slasher VR,0.79
674170,DriftForce,3.99
674180,AliveInVR,14.99
674190,Conquest of the New World,6.99
674210,Rush to Adventure,7.19
674220,ClickBit,1.69
674230,Light of the Mountain,6.99
674250,Resurgence: Earth United,6.19
674310,THE 2048,0.79
674330,Defend the Cake,7.19
674360,Orb Flo,0.79
674370,CoffeeBiz Tycoon,7.19
674380,Delude - Succubus Prison,1.59
674390,Bildo,4.79
674400,Einar,0.0
674420,Piece of Memory,8.99
674440,Skipper - Puzzle Across The Sea,2.89
674450,Blind Witch -Peek Window-,3.99
674520,Fight'N Rage,14.99
674530,The Unreal Journey of Mongol,0.79
674550,SweetBed,0.79
674570,Bear Football,0.79
674580,Fare Thee Well,0.0
674630,Town,0.79
674750,Yet Another Zombie Defense HD,2.79
674800,Tailwind,1.99
674840,The Essence Reaper Ritual,1.99
674850,2MD VR Football,9.99
674860,Bystander,2.09
674890,Mechsprofit: Mech Tycoon Simulator,11.39
674900,Toys Gun Fire Boom,4.79
674910,Testbed Terror,0.79
674940,Stick Fight: The Game,3.99
674960,Gods of the Fallen Land,3.99
674980,Dirty Fighter 1,5.59
675010,MudRunner,19.99
675030,Super Samurai Rampage,1.59
675040,Torn Familjen,6.99
675120,Crusader Crash,2.79
675130,AEGYPTUS,0.79
675140,Laika 2.0,6.99
675160,Soldier Killer,2.79
675170,303 Squadron: Battle of Britain,14.99
675180,Choice of Zombies,3.99
675210,CastleMiner Warfare,3.99
675220,SoulFrost,2.09
675230,Secondhand Lands,0.0
675240,Shining Song Starnova,23.79
675260,Batman: The Enemy Within - The Telltale Series,11.99
675360,Forbidden Love,11.99
675370,Gulu,0.79
675480,Witch Thief,15.49
675490,Artifact Adventure Gaiden,7.19
675510,Kingdom City Drowning Episode 1 - The Champion,3.99
675530,M1: A Death in the Desert,1.99
675560,NAVYFIELD,0.0
675620,Alter Cosmos,4.79
675630,Super POTUS Trump,0.0
675640,The Lonely Gorilla,6.19
675660,Relic Keepers,0.79
675680,ShineG In The Zombies,1.59
675720,Direct,0.79
675730,Katharsis,3.99
675830,Pulses - Crystal Journeys,2.79
675870,Ruby Hunter,5.19
675890,Within a Rose,3.99
675910,Visual Out,6.99
675940,SpaceShot,0.79
675950,Peninsular War Battles,6.99
675960,Matryoshka Strike,1.69
675980,Atomic Sky,1.59
675990,Questr,2.09
676000,Bloody Mice,0.79
676070,an Orc's Tale: Kriegsruf,0.0
676090,Legend Of Mercy 神医魔导,5.79
676120,Sango Guardian Chaos Generation Steamedition,3.99
676130,Without Within 3,4.79
676170,Ungrounded: Ripple Unleashed VR,4.99
676180,Spaceguard 80,1.69
676210,Story of the Survivor : Prisoner,1.59
676240,TAURONOS,3.99
676310,Deadly Zone,0.79
676320,Letter-Setter,2.79
676340,Undarkened,3.99
676410,Embrace of Ocean: Story of Hope,6.99
676420,SiNKR,1.69
676430,PUSH,0.79
676440,Trash Squad,3.99
676450,Double Memory,0.79
676460,Sellsword VR,7.19
676470,Sommad,0.0
676480,Jettomero: Hero of the Universe,9.99
676490,Heroes of Civilizations,0.0
676500,Time Warpers,15.49
676520,Piece of Memory 2:Prologue,1.59
676550,Crash Test Billy,2.79
676570,Crazy Bowling,2.09
676580,NEO Impossible Bosses,10.99
676620,Robots: create AI,0.79
676630,Attentat 1942,8.29
676660,逮到你了!,1.99
676680,Mircron Wars XR,2.89
676690,VR Escape The Puzzle Room,2.09
676700,Heroes of Delum,5.99
676720,Bug Killers,3.99
676730,Behind The Door,0.79
676760,Noise,1.99
676770,Island Dash,0.0
676800,Dark Descent: The Blue Rose,0.0
676820,Subsurface Circular,4.79
676830,Xenomarine,7.99
676840,Contagion VR: Outbreak,15.49
676850,Guardian,3.99
676880,Tales of Glacier (VR),4.79
676910,Magic Potion Destroyer,6.99
676960,Hotlap Heroes,5.79
676990,The Stone,10.29
677010,Darts VR,2.09
677020,Eventide 3: Legacy of Legends,6.99
677030,Draw Souls,2.79
677040,Cloudborn,10.99
677060,Into the Rhythm VR,14.99
677080,Dungeon Manager ZV: Resurrection,9.99
677120,Heroes of Hammerwatch,9.29
677160,We Were Here Too,7.19
677180,Pantropy,15.49
677190,HATCHICK,11.39
677210,Gift to Humanity,2.09
677220,Silver Tale,4.99
677230,Around the Words,2.79
677240,Trespassers,5.79
677280,Sigi - A Fart for Melusina,1.99
677300,Ghosts of Miami,10.99
677330,Theseus,8.99
677340,The Colonists,19.49
677380,Disco Destruction,9.99
677450,Medieval Shopkeeper Simulator,7.19
677480,Outpost Zero,15.49
677520,Guilt Battle Arena,7.19
677650,Brass,7.19
677680,DEFENDER OF EARTH VS THE ALIEN ARMADA,4.99
677700,Attack of the Gooobers,1.69
677710,Little Einar,6.19
677720,Tangrams Deluxe,3.99
677730,Karmasutra,10.99
677780,Interplanetary Hunter,8.29
677790,SOULS,5.79
677820,BusinessMan,6.19
677850,Eselmir and the five magical gifts,8.0
677870,Gamers Unknown Survival,5.99
677880,Draw Your Game,3.99
677910,Life on Mars Remake,5.59
677920,Acucalypse,7.0
677980,Z69,1.59
678010,Temporal Storm X: Hyperspace Dream,2.09
678060,Super Ultra Monster Smash!,0.79
678090,Symploke: Legend of Gustavo Bueno (Chapter 1),0.0
678100,VR Crane Master,3.99
678190,King of Bali,1.59
678200,VR Table Sports,5.79
678230,Abstract Arena,3.99
678240,Destroyer: Invasion,0.79
678290,Ezy,0.79
678310,Pinball Deluxe: Reloaded,5.59
678410,Chimeras: The Signs of Prophecy Collector's Edition,7.19
678430,Mayan Prophecies: Cursed Island Collector's Edition,7.19
678440,Dark Parables: Queen of Sands Collector's Edition,7.19
678450,Full-On Paintball,0.0
678470,Pirates of corsairs,0.8
678500,The Climber,2.79
678520,Gal*Gun VR,22.99
678530,Plexarium,2.09
678540,Bad School Boy,2.09
678560,鸿源战纪 - Tales of Hongyuan,11.39
678570,VR Fitness,6.99
678620,Battle Chess II: Chinese Chess,6.99
678670,Best Time Kill,0.79
678760,Simon the Sorcerer 2: 25th Anniversary Edition,6.19
678770,Huygens Principle,2.79
678780,Slugs Destroyer,2.79
678800,SAS: Zombie Assault 4,0.0
678820,Gun-Running War Dogs,0.79
678830,Buried Alive VR,0.79
678850,Uurnog Uurnlimited,7.19
678880,Solmec: Hollow Planet,0.79
678890,Airport Simulator 2019,14.99
678920,Symploke: Legend of Gustavo Bueno (Chapter 2),1.69
678930,Square Route,1.69
678940,Nox Dei,0.0
678950,DRAGON BALL FighterZ,44.99
678970,Modern Tales: Age of Invention,6.99
679030,HELI-COMMANDO 2017,0.79
679070,Fapic,3.99
679080,Toy Goblins,8.29
679090,9th Dawn Classic - Clunky controls edition,1.59
679100,Aequitas Orbis,7.19
679190,The Hunting God,2.49
679220,HYPER DRIVE ⚠️ The Insane Gravity Race,4.79
679230,Tell a Demon,9.99
679260,Bus Driver Simulator 2019,9.99
679270,Antaria Online,0.79
679300,PATHOS,2.09
679390,Topdown Showdown,3.99
679400,Relik,0.0
679410,The Adventures of Clive McMulligan on Planet Zeta Four,3.99
679430,Skyraine,1.59
679460,Morendar: Goblin Slayer,3.99
679470,Solenars Edge Rebirth,0.0
679480,生死线 Dead Line,4.99
679490,Lisa's Memory - 丽莎的记忆,5.79
679500,Campfire Cooking,4.99
679510,Steel Punk Ball,1.59
679530,Professor Watts Memory Match: Shapes And Colors,4.99
679620,Rollercoaster Xperience,1.99
679640,C64 & AMIGA Classix Remakes Sixpack,4.79
679660,aMAZE ZER0,0.79
679670,Miniature TD - VR,0.79
679690,SwapQuest,6.99
679720,Mad Farm VR,3.99
679740,Totally Mayhem,1.99
679750,Catch & Release,14.99
679770,Dr. Cares - Pet Rescue 911,9.99
679780,Lemuria: Lost in Space - VR Edition,10.99
679820,Solitaire Mystery: Stolen Power,5.19
679860,ZAP Master,0.79
679930,36 Fragments of Midnight,1.99
679960,Brain Crush,0.79
680040,Kukui,0.0
680070,Puzzle: Underwater World,0.79
680100,Heroes of Myths - Warriors of Gods,1.69
680120,The Moon Night,0.79
680140,Tetsoidea Eternal,0.79
680170,VR Triber,0.0
680190,Interstellar Invaders,3.99
680250,The Mirage : Illusion of wish,5.79
680310,Poker World - Single Player,0.0
680320,The Heiress,2.79
680330,Elium - Prison Escape,9.29
680340,Omega Strike,9.99
680350,Hurl VR,3.99
680360,Regions Of Ruin,10.99
680390,Hidden Dragon: Legend,11.39
680400,Light Tracer (VR & NON-VR),11.39
680450,DAMN!,1.69
680480,ICY: Frostbite Edition,9.99
680500,ShadowCalls 暗影召唤,1.59
680550,Zombie Waiting,7.19
680560,VR2Space,1.59
680620,Bouncy Bob,3.99
680640,ChefU,22.99
680680,All Haze Eve,1.99
680690,Kama Bullet Heritage,0.79
680700,OK K.O.! Let’s Play Heroes,15.49
680730,Plight,0.0
680750,Destination Primus Vita,5.59
680780,DEATH TRAIN - Warning: Unsafe VR Experience,6.99
680860,Evil Labs,7.99
680890,Where the Money Is,2.89
680930,Fairy Lands: Rinka and the Fairy Gems,1.99
680940,Riot Street,7.19
680950,Let's Bowl VR - Bowling Game,13.59
680970,Kingdom Watcher,2.09
680980,HEADLINER,1.99
680990,Sword Bros,3.99
681000,OM6N,1.59
681020,Throne of the Dead,2.09
681030,Dark Empire,3.99
681060,Shooty Squad,3.99
681070,The Slug,2.89
681090,Funtoon's World,3.99
681100,Supermagical,3.99
681150,Rainbow Duck,0.79
681160,Breach of Contract Online,2.09
681190,Secrets of Arcadia,3.99
681240,Dujanah,4.99
681260,Red Number: Prologue,3.99
681280,Descenders,19.49
681290,Hare,0.79
681330,Helium Rain,10.99
681340,ARRAYNIUM,2.89
681350,Battlefield Alliance（战地联盟）,2.79
681360,Song Samurai,3.99
681380,The Balloonist: Beyond the Clouds.,0.79
681390,ZomDay,6.99
681460,Cendric,7.19
681480,Ancient Worlds: Jaguar's Fate,0.79
681490,dontbegrey,2.09
681500,Lumber King,0.0
681520,The Rodinia Project,4.79
681530,NOISZ,10.99
681540,Escape From Space Shredder,1.99
681550,Maze Run VR,3.99
681610,Anti Zombie AI - Tower Defense (Azai - TD),1.69
681620,Cube Link,3.99
681630,Voxel Interceptor,1.69
681660,Bless Online,0.0
681670,Elly The Jelly,0.79
681720,BoxMaker,4.79
681750,Voxelaxy,5.19
681760,DIVER - SEA SURVIVAL SIMULATOR,8.99
681780,Distorted Reality,3.99
681800,Fur Up,1.59
681900,ionAXXIA,3.99
681910,Plandzz,0.79
681920,Slingshot Cowboy VR,1.99
681950,AddForce,0.79
681970,The Tavern,3.99
681980,Lycah,3.99
681990,Battle Squares,4.99
682000,Solmec: Among Stars,0.79
682010,Solmec: Colony Adrift,0.79
682020,Karradash - The Lost Dungeons,2.79
682070,MIND SHIFT 🔲,1.99
682080,Pato Box,11.39
682100,All Evil Night,0.79
682130,Discord Bot Maker,6.99
682140,Undead Development,13.99
682150,Zombitatos: Ultimate Game Of The Year Edition,1.59
682160,Butterbies,1.99
682170,Witchkin,7.19
682180,Tile Battle,5.79
682230,Sidewords,3.99
682270,Gender Bender,2.79
682280,Code 9,1.99
682290,Zeus' Battlegrounds,0.0
682340,Slice&Dice,3.99
682350,Gnome Light,3.99
682360,Deadly Rescue,7.19
682370,Pooper Scooper,0.79
682420,DimensionsVS,0.0
682450,Garrison: Archangel,11.39
682470,真实幻象 / Behind The Truth,2.89
682480,恒水中学连环虐杀 / The untold story of hengshui school,2.79
682490,鬼山 / A Ghost Around Me,2.89
682500,绝望游戏 / Desperate game,2.79
682510,以罪之名 / In the name of sin,2.79
682530,MarZ: Tactical Base Defense,16.99
682570,SG/ZH: School Girl/Zombie Hunter,30.99
682590,Dungeon Marathon,3.99
682610,iubes:2,11.39
682620,Cosmos Invictus,0.0
682630,Box Maze 2 : Agent Cubert,0.79
682640,CHAZE!,5.19
682660,Plant This,0.79
682670,初颜 - The Prototype,8.99
682730,Hearing,0.79
682740,Data Thief,0.0
682780,Breaking Good,2.09
682790,Escape the Omnochronom!,3.99
682810,GUTS,6.99
682920,Downloaded: Fragments of a Forgotten Soul,0.79
682960,Purgation,0.0
682970,MineFight,0.0
683000,Evasion,15.49
683070,Trundle,0.79
683080,A Mazeing Tower Defense,1.59
683130,EXON: The Impossible Challenge,1.69
683150,Inferno: Deathfield,10.99
683160,The Exorcist,1.59
683210,Apez,6.99
683220,Business-hooiznes,0.79
683230,Defendoooooor!!,9.99
683240,Apocalypse Knights 2.0 - The Angel Awakens,3.99
683280,Omega Quintet,23.79
683320,GRIS,14.49
683340,Disassembled,4.79
683430,ASSASSINATION STATION,1.69
683440,BootyBuns & 21,3.99
683530,FreeFly Burning,0.79
683570,Cludbugz's Twisted Magic,3.99
683600,Football Mogul 18,5.79
683620,Excursion,0.79
683630,Half Past Disaster,6.99
683670,BLOKDODGE,0.0
683690,Supermarket Tycoon,3.99
683730,CrownFall,0.0
683760,Strangers of the Power,1.69
683770,Rover Builder,6.99
683790,Tractorball,6.99
683810,JetFLY : Zordon's EMPIRE,0.79
683830,Weable,0.79
683840,Galaxia Conquestum,1.99
683870,Quest of Vidhuraa,2.89
683890,Operation Sheep Defense,1.59
683900,RollerCoaster Tycoon® Classic,14.99
683910,System Siege,3.99
683930,A Wonder,0.0
683970,Entwined: The Perfect Murder,4.79
684000,Wooden Ocean,9.29
684040,Logos,3.99
684050,Achievement Idler: Black,0.79
684060,The Hero Unmasked!,4.79
684130,Crimson Tide: Operation Online,3.99
684170,Hexlide,3.99
684210,7,0.0
684230,Madcap Castle,7.19
684250,月之暗面 The Dark Side Of The Moon,0.0
684260,Phantom Warfare,10.99
684270,Silicon Zeroes,10.99
684300,BLADENET,5.19
684320,HOT PINK,7.19
684330,Impromptu Vector Field Painter,15.49
684380,MermaidVR Video Player,0.0
684400,Power War:The First Men,0.0
684410,Bridge Constructor Portal,7.19
684420,Steampunk Syndicate 2,1.59
684430,JU,0.79
684470,Super Blockbreak 3D,4.99
684490,MonsterS in haha Island (群妖志),0.79
684510,Orn the tiny forest sprite,8.99
684530,Lance A Lot: Enhanced Edition,5.79
684560,Beyond the Wall,2.09
684570,Dr. Dungeon's MADMAN!,10.99
684580,Shoppe Keep 2 - Business and Agriculture RPG Simulation,7.49
684590,Tale of Enki: Pilgrimage,6.99
684620,JetX VR,10.99
684650,Turret Sector,4.99
684680,Polygoneer,0.79
684720,Battlegun,0.79
684770,Fall Fear Fly Redemption,0.79
684820,Singularity Roller,3.99
684870,Spiral Splatter,3.99
684930,Fantasy ERA,3.99
684940,LOGistICAL: British Isles,6.99
684970,Rules of Destruction,5.59
684980,Sudokube,1.99
685000,BAE,0.79
685020,Spacecraft,2.09
685040,Mr Rabbit's Jigsaw Puzzle,1.59
685050,Spartan,1.69
685120,Geometry World,0.79
685130,Radar Defense,3.99
685200,Seconds to Square,0.0
685230,Alienzix,2.09
685240,Paradiddle,7.99
685310,Transport Defender,0.0
685340,Delivery from the Pain,5.69
685370,Jewels of the Mysterious Woodland,2.79
685390,Pain Train PainPocalypse,3.99
685400,Skelly Selest,3.99
685420,Grace of Zordan,0.0
685430,Run Crabby Run - adventure,0.79
685450,Cobos,0.0
685570,TurretMaster,2.09
685680,Sakura Gamer,6.99
685690,Guns'n'Stories: Bulletproof VR,17.99
685730,VR Darts Zone,5.59
685750,The soldier in the mine,2.09
685760,Stones of Rome,6.19
685790,Ruthless Safari,2.89
685800,Tough Story: Big Hell,1.59
685910,Battlefleet Engineer,3.99
685920,Angry Gnome,1.69
685950,Joy Pony,0.79
685970,Martha Madison: Forces,1.69
685990,Forgotten Land,0.79
686000,Lightwire,0.79
686010,The Hunt - Rebuilt,0.0
686030,Digital Domain’s Monkey King™,3.99
686040,ReallyGoodBattle,2.09
686090,Bloodlines of Prima,15.49
686100,CanBoom VR,5.59
686110,Robot Heroes,1.59
686180,Cat Girl,0.79
686190,Killing Time,1.59
686200,Door Kickers: Action Squad,10.99
686230,OutSplit,0.79
686260,Forged Battalion,15.49
686340,Insanity VR: Last Score,0.0
686360,Dungeons & Treasure VR,14.99
686380,Nightmare at the lighthouse,3.99
686440,Hard Time,3.99
686450,The Little Ball That Could,5.59
686490,ArkanoidSmoking,0.79
686500,Sylvio 2,10.99
686510,Fatty Rabbit Hole,2.09
686520,Gnomes Garden New home,3.99
686550,Trivia Vault: Mixed Trivia,14.99
686570,Freedom Defender,3.99
686580,Storms of Shambhala,7.19
686600,Rapture Rejects,15.49
686610,Sobreviva,1.69
686620,3D Mahjong worlds,5.79
686630,Bricks In The Box,2.89
686640,Space Panic Arena,11.99
686680,Computer Tycoon,15.49
686740,Haunted Dungeons: Hyakki Castle,10.99
686760,Carpe Diem: Reboot,3.99
686870,Lost Items,0.0
686900,Bronze Age - HD Edition,1.99
686910,Delirium,3.99
686940,Captivus,0.0
686950,AESCULAP® OrthoPilot®Elite VR Palpation,0.0
687260,Tokyo Dark,13.59
687270,Divide,15.49
687280,The Awakening,0.0
687310,Xenia,3.99
687320,MINE!,0.0
687360,Doodle Jamboree,1.59
687390,Huedango,0.79
687480,Trivia Vault: Science & History Trivia,9.99
687490,Trivia Vault: Super Heroes Trivia,9.99
687510,WireNet,2.09
687540,Tasty Planet,3.99
687560,Avoid The Monsters,0.79
687590,Juniper's Knot,0.0
687600,Magic Pixel Picross,2.79
687610,Cat vs. Corgis,4.99
687630,Epic Cards Battle 2 (TCG),0.0
687640,Infinity Assassin (VR),7.19
687650,辣条杂货店:令人感动的童年回忆，经典策略模拟经营解密,4.79
687720,Baobabs Mausoleum Ep. 2: 1313 Barnabas Dead End Drive,4.79
687730,My Way VR,0.0
687750,Yandere School,3.99
687760,Occultus - Mediterranean Cabal,3.99
687830,Transparent Black,0.79
687850,Head Goal: Soccer Online,0.0
687870,CINEVR - The Movie Theater,0.0
687890,Runaway VR,5.99
687900,unWorded,2.89
687920,Tropical Liquor,7.19
687980,Mothlight,0.0
688000,Trials of the Thief-Taker,2.89
688020,Kitchen Simulator 2,0.79
688050,BoidWatch,0.79
688060,Odd Realm,7.19
688070,Legendary Gary,11.39
688110,BlockGame,2.89
688130,Pogostuck: Rage With Your Friends,5.99
688140,Tempest 4000,15.49
688170,Denki Gaka's Bombshell,1.99
688200,Cassandra's Fabulous Foray,0.79
688210,Deathlands,3.99
688260,Morph Girl,2.99
688330,Zombie Commando 3D,4.99
688350,Wrath of the Goliaths: Dinosaurs,11.39
688360,Destiny of Blood / 血之命运,1.69
688370,Cyberoque,3.99
688380,Restoration,2.09
688400,Geostorm - Turn Based Puzzle Game,7.19
688420,Bad North,11.99
688450,Old Adventure,0.79
688470,汉匈决战/Han Xiongnu Wars,9.29
688480,EVE: Valkyrie – Warzone,24.99
688500,Rise of One,0.0
688570,Romance with Chocolate - Hidden Object in Paris. HOPA,1.99
688580,Tanker,3.19
688590,Hard Rock Zombie Truck,3.19
688600,Lost In Purple,3.19
688620,Tiny Force Deluxe,4.79
688630,Nightork Adventures 2 - Legacy of Chaos,1.59
688650,You Doesn't Exist,0.0
688680,Oswald's Adventure,1.99
688690,YOBA,2.89
688720,Infinity Fall,10.99
688770,TETRUX: Online,4.79
688780,Taras Bulba and platforms of Hoolion,1.59
688790,Nebula Nuker,0.79
688800,Paralysis,2.09
688880,Cynoclept: The Game,0.79
688930,City of Ages: Picture Supportive Text MUD (server and client included),3.99
688940,Steve's Pub - Soda on tap,0.0
689000,Vulture,7.19
689020,final m00n - Defender of the Cubes - Day one Edition,54.99
689030,Infection Rate,4.99
689040,Scuttlers,3.99
689050,Next Stop: Zombie,0.79
689060,Psychical Madness,2.79
689070,Asyula 方舟之链,1.69
689080,Minimized II,2.79
689090,Microtransaction Simulator,0.0
689100,Ravager,5.99
689120,Scuffle Scoundrels,3.99
689160,Eruption,3.99
689170,Potemkin,4.95
689180,Trivia Vault: 1980's Trivia,9.99
689210,The Museum of ThroughView,6.99
689270,Chessia,5.59
689290,My RC Buggy! VR,0.79
689300,Monsteria,5.79
689340,LOGistICAL: USA - Florida,4.79
689350,Ruin City Gasolina,0.79
689360,The Thirst of Hearts,0.79
689400,Madu Maths,0.0
689480,Leon's crusade (La cruzada de León),2.09
689520,★ Fallalypse ★,4.99
689570,BattleCore Arena,9.29
689580,TurnSignal,0.0
689600,Little Earth,3.99
689610,Hunt 'n Sneak,15.49
689620,Alpha Mike Foxtrot VR - AMF VR,7.19
689650,Les Fleursword,1.59
689680,Memories,3.99
689700,Mad Crown,6.99
689710,Hop Step Sing! Kimamani☆Summer vacation (HQ Edition),4.99
689740,Mystery Loss,5.59
689750,Youtubers Clicker,0.79
689830,DUELEUM,0.0
689850,DlodloVRPlayer,2.89
689880,Bee Aware!,2.89
689900,Darkestville Castle,10.99
689910,Another Lost Phone: Laura's Story,2.99
690000,Slimebrawl,2.09
690040,SUPERHOT: MIND CONTROL DELETE,9.29
690060,SORE,0.0
690080,Deadly Traps,0.79
690120,Inked,15.49
690130,FlatFatCat,2.09
690140,Sword Legacy Omen,14.99
690150,Fossil Hunters,10.99
690200,Capsular,0.0
690220,Call Me Skyfish,0.0
690240,Trivia Vault: Classic Rock Trivia,9.99
690250,Judge Dredd 95,4.79
690260,Tower Miners,1.99
690280,ASMR Universe 2,4.99
690310,SiegeVR,3.99
690350,Endless Combat,3.99
690400,Rainbow Step,1.99
690410,Twisted: Enhanced Edition,7.19
690440,Korvae in space,0.79
690460,Sky Hunter,8.29
690510,Black Survival / 黑色幸存者,0.0
690530,灵魂筹码 Soul at Stake,13.99
690550,Pogo,3.99
690560,I Am Overburdened,3.99
690570,Drone Racer: Canyons,0.99
690580,Evil Spirits,0.79
690610,MagiCats Builder (Crazy Dreamz),0.0
690620,Downward Spiral: Horus Station,14.99
690630,Light Fantastik,2.89
690670,Klondike Solitaire Kings,3.99
690710,HEIANKYO ALIEN / 平安京エイリアン,10.59
690740,BOOKS,0.79
690790,DiRT Rally 2.0,44.99
690810,Killing Floor: Incursion,15.49
690820,The Sunset 2096,1.69
690830,Foundation,26.99
690840,Martha Madison: Simple Machines Volume 1,1.69
690850,Magibot,10.29
690860,Pirate Jump 2,0.79
690930,Evening Surprise,0.0
